"web_scraper_order","web_scraper_start_url","category-link-0","pagination-selector","data-page-selector","name","price","category-","brand","code","availability","description","tag_1","tag_2","tag_3","tag_4","tag_5","image_12","image_13","image_14","image_15","category_id","Automatic Machine",1,"formatted_price",
"1770381266-93","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-alat-pelacak-mobil",,"https://alatparkir.info/jual-gps-pelacak-mobil/jual-alat-pelacak-mobil","GPS Tracker GT06N Pelacak Mobil","Rp.638,000","GPS Tracker","GPS Tracker","GPS Tracker","In Stock","GT06 GPS Tracker telah terbukti bertahun-tahun menjadi GPS Tracker yang memiliki tingkat kestabilan dan daya tahan yang tinggi sehingga telah diakui di berbagai negara. Dilengkapi dengan banyak fitur, GT06N yang ditenagai oleh baterai memberikan kenyamanan melihat pelacakan secara real time dengan hanya menggunkan komputer atau smartphone, menjadikannya pilihan yang sempurna untuk mobil pribadi dan untuk memanagemen armada transportasi anda.
FITUR:- Pelacakan dan monitoring kendaraan secara langsung (Real time).- Matikan kendaaran dari jarak jauh.- Sinyal GPS yang kuat, stabil, dan handal.- Laporan Jarak tempuh, perjalanan dan pemberhentian.- SOS Alarm jika alat GPS dimatikan, kendaraan melebihi batas kecepatan dll.
SPESIFIKASI:Chipset GPS: MTK high sensitivity GPS chipsetGSM: 850 /900 /1800 /1900 MHzGPRS: Class12, TCP/IP build in GSM ModuleGPS: MT3336GSM antena: Built-in quad bandGPS antena: built-in GPS high gain ceramic patch antennaSensitivitaspelacakan: -159dBmSensitivitasakuisisi: -144dBmBaterai: 3.7 vDC /450mAhVoltasebekerja: 9-36 vDC /90mAIndikator LED: Tiga LED indikator: GPS-biru, GSM-hijau, Power-merahDimensi: 105.8 (P) x54.5 (L), x16.4(T) mmBerat: 96gSertifikasi: e-mark, CE (e13CE1313)
KELENGKAPAN:- Perangkat GPS GT06N- 1 Set socket dan kabel- Relay untuk cut/off mesin.- Manual book.","gps tracker","gps pelacak","gps gt06n",,,"https://alatparkir.info/image/cache/catalog/GPS/harga_alat_pelacak_gps_mobil-600x691.jpg","https://alatparkir.info/image/cache/catalog/GPS/harga_alat_pelacak_gps_mobil-600x691.jpg","https://alatparkir.info/image/cache/catalog/GPS/harga_alat_pelacak_gps_mobil-600x691.jpg","https://alatparkir.info/image/cache/catalog/GPS/harga_alat_pelacak_gps_mobil-600x691.jpg",3,,,638000,3
"1770381268-94","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-alat-pelacak-mobil",,"https://alatparkir.info/jual-gps-pelacak-gt02-murah/jual-alat-pelacak-mobil","GPS Tracker GT02 Pelacak Motor Mobil","Rp.250,000","GPS Tracker","GPS Tracker","GPS Tracker","In Stock","Spesifikasi:Jenis: pelacak GPS GT02Pita GSM: 850/900/1800/1900 MHzAkurasi posisi: 10mSuhu operasional: -30 hingga 70 derajatTegangan operasi: DC 9-36VKelembapan: 20%-80%Ukuran: seperti gambarBahan: ABSPaket termasuk:1 x pelacak GPS Mini;1 x set kabel.1 x user manual","gps tracker","gps pelacak","gps gt02","alat pelacak gt02","gps pelacak gt02","https://alatparkir.info/image/cache/catalog/GPS/jual_GPS_GT02_murah-600x691.webp","https://alatparkir.info/image/cache/catalog/GPS/jual_GPS_GT02_murah-600x691.webp","https://alatparkir.info/image/cache/catalog/GPS/jual_GPS_GT02_murah-600x691.webp","https://alatparkir.info/image/cache/catalog/GPS/jual_GPS_GT02_murah-600x691.webp",3,,,250000,3
"1770381271-95","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-alat-pelacak-mobil",,"https://alatparkir.info/jual-gps-tracker-cy06-murah/jual-alat-pelacak-mobil","GPS Tracker CY06 Pelacak Motor Mobil","Rp.350,000","GPS Tracker","GPS Tracker","GPS Tracker","In Stock","Spesifikasi Jenis Produk: Pelacak GPS Kendaraan 2G 8pinMode Lokasi: GPS+LBS+AGPSUkuran: 80*38*17mmBaterai bawaan: 200mAhTegangan Operasi: 9V-90VMasa pakai baterai: 12 (jam)Fungsi tahan air: IPX5Jenis Antena: Antena InternalFitur peta: Google
 Fitur utama:> MOBIL/skuter/sepeda motor dapat digunakan> Pelacakan waktu nyata melalui SMS/APP/PC> Alarm Over Speed/Geo-fence> Alarm ACC HIDUP/MATI> Alarm getar> Mode hemat daya selama parkir> Pemutaran jejak sejarah> Mesin mati jarak jauh> Alarm pemadaman listrik dengan baterai internal> alarm SOS> Mendengarkan suara jarak jauh
Kelengkapan :Perangkat Utama*1Panduan Pengguna*1Kabel Listrik*1G-kotak*1Relay*1Kabel SOS*1Mikrofon*1","gps tracker","gps pelacak","gps gx06","alat pelacak cy06","gps pelacak cy06","https://alatparkir.info/image/cache/catalog/GPS/jual_GPS_CY06_murah-600x691.webp","https://alatparkir.info/image/cache/catalog/GPS/jual_GPS_CY06_murah-600x691.webp","https://alatparkir.info/image/cache/catalog/GPS/jual_GPS_CY06_murah-600x691.webp","https://alatparkir.info/image/cache/catalog/GPS/jual_GPS_CY06_murah-600x691.webp",3,,,350000,3
"1770381276-96","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-akses-kontrol",,"https://alatparkir.info/radar-detektor-kendaraan-nirkabel/jual-akses-kontrol","Radar Detektor kendaraan nirkabel 79Ghz kecepatan tinggi","Rp.1,250,000","Akses Kontrol","MX Series","Radar","In Stock","ProdukFungsi1. radar kontrol gerbang penghalang dikembangkan untuk manajemen pintu masuk dan keluar dari tempat parkir atau garasi bawah tanah. Dapat mengontrol kenaikan dan jatuh dari bom penghalang dengan bekerja sama dengan papan kontrol utama sistem kontrol gerbang, yang dapat secara efektif menghindari ""cedera tidak disengaja"" dari bumper pelindung kendaraan lewat atau pejalan kaki di bidang pandangan radar, dan menyadari ketahanan anti pukulan yang cerdas.2.radar mengadopsi skema RF chip SOC terintegrasi tinggi, yang memiliki karakteristik ukuran kecil, biaya rendah, kemampuan kerja semua cuaca, sensitivitas deteksi tinggi, presisi tinggi, pengurai & pemasangan mudah, stabilitas dan keandalan yang sangat baik.3. Frekuensi kerja radar adalah 79GHz, dengan modulasi frekuensi linier dan bentuk gelombang terus menerus, yang membuat bandwidth tersedia hingga 4GHz.4. Antena radar mengadopsi antena array MIMO yang memungkinkan resolusi sudut radar yang baik dan akurasi pengukuran sudut tinggi.5. Produk ini dapat secara akurat mengidentifikasi dan membedakan pejalan kaki, kendaraan dan target lain melewati area ledakan penghalang, dan menghindari kecelakaan ""memecahkan kendaraan"", ""Menghancurkan orang"" dan ""tidak menjatuhkan barrier boom"".","Radar Detektor kendaraan","Alternatif Vehicle Lopp Detector (VLD)",,,,"https://alatparkir.info/image/cache/catalog/Manless/Radar/Radar%20Detektor%20kendaraan-600x691.webp","https://alatparkir.info/image/cache/catalog/Manless/Radar/Radar%20Detektor%20kendaraan-600x691.webp","https://alatparkir.info/image/cache/catalog/Manless/Radar/Radar%20Detektor%20kendaraan-600x691.webp","https://alatparkir.info/image/cache/catalog/Manless/Radar/Radar%20Detektor%20kendaraan-600x691.webp",2,,,1250000,2
"1770381278-97","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-akses-kontrol",,"https://alatparkir.info/modul-controller-board-barrier-servo/jual-akses-kontrol","Modul Controller Board BG Servo","Rp.1,650,000","Akses Kontrol","MX Series","MX Series","In Stock","Beberapa fitur dari Mainboard  DC / Servo
-Kendali Motor
-Sensor Deteksi Kendaraan
-Antarmuka Pengguna
-Pengaturan Kecepatan dan Presisi
-Programmable Logic Controller (PLC)
-Integrasi dengan Sistem Manajemen Parkir
-Sistem Keamanan
-Konektivitas Kartu Akses atau RFID
-Pengaturan Logika Kontrol
-Pemantauan dan Pemeliharaan
-Keamanan Operasional","mainboard gate","mainboard barrier gate","modul controller Servo",,,"https://alatparkir.info/image/cache/catalog/Modul%20Barrier%20Gate/modul%20servo-600x691.webp","https://alatparkir.info/image/cache/catalog/Modul%20Barrier%20Gate/modul%20servo-600x691.webp","https://alatparkir.info/image/cache/catalog/Modul%20Barrier%20Gate/modul%20servo-600x691.webp","https://alatparkir.info/image/cache/catalog/Modul%20Barrier%20Gate/modul%20servo-600x691.webp",2,,,1650000,2
"1770381281-98","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-akses-kontrol",,"https://alatparkir.info/harga-manless-parkir/jual-akses-kontrol","Manless Parkir Interface Raspberry V4 AP161",,"Akses Kontrol",,,"In Stock","Manless Parkir Interface Raspberry sangat cocok digunakan sebagai interface manless embeded sistem terbaru yang digabungkan dengan mini CPU yang sedang booming sekarang ini yaitu Raspberry pi.Interface ini memanfaatkan 40 pin GPIO yang disediakan oleh raspberry dan disesuaikan dengan kebutuhan sistem parkir manless pada umumnya.Spesifikasi :- Input terminal : Screw terminal (Struk, Emergency, Loop1, Loop2)- Output Terminal : Free contact relay : - Trigger Barrier gate (1A-1 detik)- Alarm (2,5A-push ON)- Input konektor ke raspberry : Konekor PCB Jumper- RTC Soket Ready- Serial :1 seral male- Indikator : Power, Live, Bussy- Pengaman Input : Optoisolator- Sound Warning : Mini Buzzer#ISI PAKET1. Interface manless Raspberry V42. Terminal Input3. PCB Jumper","manless","akses kontrol","micro controller","raspberry manless",,"https://alatparkir.info/image/cache/catalog/Manless/harga_manless_parkir_otomatis-600x691.jpg","https://alatparkir.info/image/cache/catalog/Manless/harga_manless_parkir_otomatis-600x691.jpg","https://alatparkir.info/image/cache/catalog/Manless/harga_manless_parkir_otomatis-600x691.jpg","https://alatparkir.info/image/cache/catalog/Manless/harga_manless_parkir_otomatis-600x691.jpg",2,,,0,2
"1770381284-99","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-akses-kontrol",,"https://alatparkir.info/jual-modul-board-barrier/jual-akses-kontrol","Mainboard Controller Barrier Gate MX Series","Rp.750,000","Akses Kontrol","MX Series","MX Series","In Stock","Spesifikasi:Tipe: Motherboard ACTegangan peringkat: AC220VCatu daya masukan: AC 220V±10% 50HzUntuk motor: MX50, MX80","mainboard gate","mainboard barrier gate","mainboard mx 50","mainboard mx 80","modul controller","https://alatparkir.info/image/cache/catalog/Modul%20Barrier%20Gate/mainboard_mx50-600x691.webp","https://alatparkir.info/image/cache/catalog/Modul%20Barrier%20Gate/mainboard_mx50-600x691.webp","https://alatparkir.info/image/cache/catalog/Modul%20Barrier%20Gate/mainboard_mx50-600x691.webp","https://alatparkir.info/image/cache/catalog/Modul%20Barrier%20Gate/mainboard_mx50-600x691.webp",2,,,750000,2
"1770381286-100","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-akses-kontrol",,"https://alatparkir.info/triger-gate-murah/jual-akses-kontrol","Interface Triger Gate","Rp.950,000","Akses Kontrol","Workshop","Linux","In Stock","Interface Triger Gate ControllerFungsi alat ini jika software parkir memerintahkan agar gate membuka maka gate akan otomatis membuka, dan gate otomatis menutup dengan mempergunakan membaca loop detector. Koneksi yang digunakan interface gate bisa menggunakan Serial (RS232) atau USB **Belum Termasuk Kabel Serial RS232","interface triger gate","kontroler barrier gate","triger gate",,,"https://alatparkir.info/image/cache/catalog/jual_controller_parkir_triger_gate_palang_pakir-600x691.jpg","https://alatparkir.info/image/cache/catalog/jual_controller_parkir_triger_gate_palang_pakir-600x691.jpg","https://alatparkir.info/image/cache/catalog/jual_controller_parkir_triger_gate_palang_pakir-600x691.jpg","https://alatparkir.info/image/cache/catalog/jual_controller_parkir_triger_gate_palang_pakir-600x691.jpg",2,,,950000,2
"1770381289-101","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-akses-kontrol",,"https://alatparkir.info/jual-zkteco-inbio-pro-murah/jual-akses-kontrol","Akses Kontrol ZKTeco InBio Pro Series",,"Akses Kontrol",,,"In Stock","InBio Pro adalah lini produk high-end yang berorientasi proyek dengan fitur unik seperti verifikasi sidik jari embedeed dan fungsi akses kontrol pintu canggih, yang dapat dikelola dengan komunikasi TCP/IP melalui jaringan LAN atau WAN. InBioPro adalah produk yang sempurna untuk software berbasis web ZKBioSecurity V5000 yang menyediakan fitur lengkap untuk solusi keamanan biometrik. Dalam kombinasi dengan reader FR1300 RS485, panel dapat mengotentikasi user di bawah beberapa mode verifikasi seperti sidik jari, kartu dan password untuk tingkat keamanan yang lebih tinggi.","zkteco","inbio pro","akses kontrol zkteco","kontroler zkteco",,"https://alatparkir.info/image/cache/catalog/ZKTeco/inBio/jual_zkteco_inbio_pro-600x691.webp","https://alatparkir.info/image/cache/catalog/ZKTeco/inBio/jual_zkteco_inbio_pro-600x691.webp","https://alatparkir.info/image/cache/catalog/ZKTeco/inBio/jual_zkteco_inbio_pro-600x691.webp","https://alatparkir.info/image/cache/catalog/ZKTeco/inBio/jual_zkteco_inbio_pro-600x691.webp",2,,,0,2
"1770381291-102","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-akses-kontrol",,"https://alatparkir.info/jual-zkteco-inbio-pro-460/jual-akses-kontrol","Akses Kontrol ZKTeco InBio Pro 460",,"Akses Kontrol",,,"In Stock","InBio Pro adalah lini produk high-end yang berorientasi proyek dengan fitur unik seperti verifikasi sidik jari embedeed dan fungsi akses kontrol pintu canggih, yang dapat dikelola dengan komunikasi TCP/IP melalui jaringan LAN atau WAN. InBioPro adalah produk yang sempurna untuk software berbasis web ZKBioSecurity V5000 yang menyediakan fitur lengkap untuk solusi keamanan biometrik. Dalam kombinasi dengan reader FR1300 RS485, panel dapat mengotentikasi user di bawah beberapa mode verifikasi seperti sidik jari, kartu dan password untuk tingkat keamanan yang lebih tinggi.Spesifikasi :Number of doors controller : 4 DoorNumbers of readers supported : 12 (2 RS-485 Reader, 4 26-bit wiegand reader)Types of readers supported : 26-bit Wiegand and RS485 FR Series ReaderNumber of Inputs 12(Exit Button and 4 Door Status, 4 AUX)Number of Outputs : 8 (1-Form C Relay for Lock and 4 Form C Relay for Aux Output)Card holders Capacity : 60.000Fingerprint Capacity : 20.000Log Events Capacity : 100.000Communication : TCP/IPPackage Dimension : 350(L)×90(H)×300(W)mmPackage Weight : 3.7kgCPU : 32 bit 1.2GHz CPURAM : 128MBFlash Memory : 256MBPower : 9.6V-14.4V DCOperating Temp : 0-45 °COperating Humidity : 20% to 80%","zkteco","inbio pro","akses kontrol zkteco","kontroler zkteco",,,,,,2,,,0,2
"1770381294-103","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-akses-kontrol",,"https://alatparkir.info/jual-zkteco-inbio-pro-260/jual-akses-kontrol","Akses Kontrol ZKTeco InBio Pro 260",,"Akses Kontrol",,,"In Stock","InBio Pro adalah lini produk high-end yang berorientasi proyek dengan fitur unik seperti verifikasi sidik jari embedeed dan fungsi akses kontrol pintu canggih, yang dapat dikelola dengan komunikasi TCP/IP melalui jaringan LAN atau WAN. InBioPro adalah produk yang sempurna untuk software berbasis web ZKBioSecurity V5000 yang menyediakan fitur lengkap untuk solusi keamanan biometrik. Dalam kombinasi dengan reader FR1300 RS485, panel dapat mengotentikasi user di bawah beberapa mode verifikasi seperti sidik jari, kartu dan password untuk tingkat keamanan yang lebih tinggi.Spesifikasi :Number of doors controller : 2 DoorNumbers of readers supported : 8(2 RS-485 Reader, 4 26-bit wiegand reader)Types of readers supported : 26-bit Wiegand and RS485 FR Series ReaderNumber of Inputs 6(Exit Button and 2 Door Status, 2 AUX)Number of Outputs : 4 (1-Form C Relay for Lock and 2 Form C Relay for Aux Output)Card holders Capacity : 60.000Fingerprint Capacity : 20.000Log Events Capacity : 100.000Communication : TCP/IPPackage Dimension : 350(L)×90(H)×300(W)mmPackage Weight : 3.6kgCPU : 32 bit 1.2GHz CPURAM : 128MBFlash Memory : 256MBPower : 9.6V-14.4V DCOperating Temp : 0-45 °COperating Humidity : 20% to 80%","zkteco","inbio pro","akses kontrol zkteco","kontroler zkteco",,,,,,2,,,0,2
"1770381296-104","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-akses-kontrol",,"https://alatparkir.info/jual-zkteco-inbio-pro-160/jual-akses-kontrol","Akses Kontrol ZKTeco InBio Pro 160",,"Akses Kontrol",,,"In Stock","InBio Pro adalah lini produk high-end yang berorientasi proyek dengan fitur unik seperti verifikasi sidik jari embedeed dan fungsi akses kontrol pintu canggih, yang dapat dikelola dengan komunikasi TCP/IP melalui jaringan LAN atau WAN. InBioPro adalah produk yang sempurna untuk software berbasis web ZKBioSecurity V5000 yang menyediakan fitur lengkap untuk solusi keamanan biometrik. Dalam kombinasi dengan reader FR1300 RS485, panel dapat mengotentikasi user di bawah beberapa mode verifikasi seperti sidik jari, kartu dan password untuk tingkat keamanan yang lebih tinggi.Spesifikasi :Number of doors controller : 1 DoorNumbers of readers supported : 4(2 RS-485 Reader, 2 26-bit wiegand reader)Types of readers supported : 26-bit Wiegand and RS485 FR Series ReaderNumber of Inputs 3(Exit Button and Door Status, 1 AUX)Number of Outputs : 2 (1-Form C Relay for Lock and One Form C Relay for Aux Output)Card holders Capacity : 60.000Fingerprint Capacity : 20.000Log Events Capacity : 100.000Communication : TCP/IPPackage Dimension : 350(L)×90(H)×300(W)mmPackage Weight : 3.6kgCPU : 32 bit 1.2GHz CPURAM : 128MBFlash Memory : 256MBPower : 9.6V-14.4V DCOperating Temp : 0-45 °COperating Humidity : 20% to 80%","zkteco","inbio pro","akses kontrol zkteco","kontroler zkteco",,,,,,2,,,0,2
"1770381299-105","https://alatparkir.info/distributor-impotir-mesin-otomatis","https://alatparkir.info/jual-akses-kontrol",,"https://alatparkir.info/jual-akses-kartu-gedung-kantor/jual-akses-kontrol","Akses Kontrol ZKTeco C4-400",,"Akses Kontrol",,,"In Stock","ZKTeco C4-400. Panel Kontrol Akses IP ZKTeco 4 pintu, 4 pembaca. Fungsi akses kontrol : Anti-passback. Pembukaan kartu pertama. Pembukaan beberapa kartu. Verifikasi kartu terintegrasi. Dukungan protokol real-time.Bisa digunakan di fasilitas seperti ; Gedung instansi, Rumah Sakit, Kantor, Perumahan, Bandara, dan fasilitas publik lainnya
Spesifikasi :Interface : Network Interface,Lock Control,Exit Button,Door Contact Input,Alarm Input,Alarm Output,RS-485,WiegandOrigin : Mainland ChinaModel : C4-400Brand Name : Asia-TecoIdentification method : ID card, IC card, passwordHardware specifications : Operating system: embedded Linux system; Storage: 256MB FlashCard capacity : 30000Record capacity : 100000Number of access control : Single door, double door, four doorExit button : 1,2,4Communication method : TCP/IPsupport software : ZKAccess 3.5 software E-ZKeco Pro software (LAN)","zkteco c4","akses kontrol zkteco","kontroler zkteco",,,,,,,2,,,0,2
